Kamata – u procentima od tekućih prihoda,Prebivalište (u godinama),Postojeći kredit u ovoj banci,Izdržavani: broj lica koji zavise od prihoda aplikanta,Odobren kredit,Iznos kredita,Vrsta posla_nema zvanično obrazovanje: ima stalan posao,Vrsta posla_nezposlen/nema zvanično obrazovanje,Vrsta posla_radi u menadžmentu/samo-zaposlen/visoko obrazovanje,Vrsta posla_zaposlen i ima zvanično obrazovanje,Telefon_ima,Telefon_nema
1,1,2,1,1,1237,0,0,0,1,0,1
4,4,1,1,1,368,0,0,0,1,0,1
3,2,2,2,1,2122,1,0,0,0,0,1
2,4,1,1,0,2996,0,0,0,1,0,1
4,1,1,1,0,9034,0,0,1,0,1,0
4,3,2,1,1,1585,0,0,0,1,0,1
4,2,1,1,1,1301,1,0,0,0,0,1
2,4,2,2,1,1323,0,0,0,1,1,0
4,1,1,1,0,3123,0,0,0,1,0,1
2,4,1,2,1,5493,0,0,0,1,0,1
2,4,1,1,1,1126,0,0,0,1,0,1
4,4,2,2,0,1216,0,0,0,1,0,1
4,4,1,1,0,1207,0,0,0,1,0,1
4,4,1,1,0,1309,1,0,0,0,0,1
2,2,1,1,1,2360,0,0,0,1,1,0
1,2,1,2,0,6850,0,0,1,0,1,0
4,2,1,1,1,1413,0,0,0,1,0,1
4,2,1,1,1,8588,0,0,1,0,1,0
4,2,1,1,0,759,0,0,0,1,0,1
2,2,1,1,1,4686,0,0,1,0,1,0
2,4,1,1,1,2687,0,0,0,1,1,0
4,4,2,1,1,585,0,0,0,1,0,1
4,1,1,1,1,2255,0,0,0,1,0,1
4,3,2,1,1,609,0,0,0,1,0,1
2,4,1,2,1,1361,1,0,0,0,0,1
2,4,2,1,0,7127,0,0,0,1,1,0
3,2,1,1,1,1203,0,0,0,1,1,0
4,4,2,1,1,700,0,0,0,1,0,1
3,4,2,1,1,5507,0,0,0,1,0,1
2,2,1,1,0,3190,0,0,0,1,0,1
3,4,2,2,0,7119,0,0,0,1,0,1
3,4,1,1,1,3488,0,0,0,1,0,1
4,4,1,2,1,1113,1,0,0,0,0,1
2,3,2,1,1,7966,0,0,0,1,0,1
4,3,1,1,1,1532,0,0,0,1,0,1
2,1,2,2,1,1503,1,0,0,0,0,1
4,4,1,1,0,2302,0,0,0,1,0,1
3,4,1,2,1,662,1,0,0,0,1,0
3,1,2,2,1,2273,0,0,0,1,0,1
2,4,2,1,0,2631,0,0,0,1,1,0
4,4,1,1,1,1503,0,0,0,1,0,1
4,3,1,1,1,1311,0,0,0,1,1,0
4,2,2,1,1,3105,0,0,0,1,0,1
2,1,1,1,0,2319,0,0,0,1,0,1
4,3,1,1,1,1374,0,0,1,0,1,0
3,4,1,1,1,3612,0,0,0,1,1,0
4,4,1,1,0,7763,0,0,1,0,0,1
1,1,1,1,1,3049,1,0,0,0,0,1
1,1,1,1,0,1534,0,0,0,1,0,1
4,4,2,1,1,2032,0,0,0,1,1,0
4,4,1,1,0,6350,0,0,0,1,0,1
2,1,1,2,0,2864,1,0,0,0,0,1
4,4,2,1,1,1255,1,0,0,0,0,1
4,2,2,2,0,1333,0,0,0,1,0,1
4,4,1,1,1,2022,0,0,0,1,1,0
3,1,1,2,1,1552,0,0,0,1,0,1
4,4,1,1,0,626,1,0,0,0,0,1
2,1,2,1,1,8858,0,0,0,1,1,0
4,4,2,1,1,996,0,0,0,1,0,1
2,4,1,2,1,1750,1,0,0,0,0,1
1,1,2,1,0,6999,0,0,0,1,1,0
4,1,1,1,1,1995,0,0,0,1,0,1
4,4,2,1,1,1199,0,0,1,0,1,0
2,1,1,1,0,1331,0,0,0,1,0,1
3,3,2,1,0,2278,0,0,0,1,0,1
1,4,2,1,0,5003,0,0,0,1,1,0
3,4,1,1,0,3552,0,0,0,1,0,1
2,2,2,1,0,1928,1,0,0,0,0,1
4,4,1,2,1,2964,0,0,0,1,1,0
4,4,1,1,0,1546,1,0,0,0,0,1
2,1,1,1,1,683,0,0,0,1,0,1
1,4,1,1,0,12389,0,0,0,1,1,0
4,2,2,1,1,4712,0,0,1,0,1,0
3,2,2,1,1,1553,0,0,0,1,1,0
2,3,1,1,0,1372,0,0,0,1,0,1
2,2,1,1,1,2578,0,0,0,1,0,1
4,1,2,2,1,3979,0,0,0,1,1,0
3,2,1,1,0,6758,0,0,0,1,1,0
4,4,1,1,0,3234,1,0,0,0,1,0
3,2,1,1,1,5954,0,0,0,1,0,1
2,4,1,1,1,5433,0,0,1,0,1,0
4,4,1,1,1,806,1,0,0,0,0,1
4,4,2,1,1,1082,1,0,0,0,0,1
2,3,2,1,1,2788,0,0,0,1,0,1
2,1,1,1,1,2930,0,0,0,1,0,1
3,2,2,1,1,1927,0,0,0,1,1,0
4,4,2,1,0,2820,0,0,0,1,0,1
4,3,2,1,1,937,1,0,0,0,0,1
3,3,2,1,0,1056,0,0,0,1,0,1
1,3,2,2,1,3124,1,0,0,0,0,1
4,2,1,1,1,1388,0,0,0,1,0,1
4,1,1,1,0,2384,1,0,0,0,0,1
4,4,1,1,1,2133,0,0,1,0,1,0
1,4,1,1,0,2039,0,0,0,1,0,1
2,2,2,2,1,2799,0,0,0,1,0,1
4,1,1,1,1,1289,1,0,0,0,0,1
4,3,1,1,0,1217,1,0,0,0,1,0
3,3,2,1,0,2246,0,0,0,1,0,1
4,3,4,1,1,385,1,0,0,0,1,0
4,4,2,1,1,1965,0,0,0,1,1,0
4,4,1,1,1,1572,1,0,0,0,0,1
3,4,1,1,0,2718,1,0,0,0,1,0
4,3,1,1,0,1358,0,0,1,0,1,0
1,1,1,1,0,931,1,0,0,0,0,1
4,4,2,1,0,1442,0,0,0,1,0,1
1,4,3,1,0,4241,1,0,0,0,1,0
2,2,2,1,0,2775,0,0,0,1,0,1
1,2,1,1,1,3863,0,0,0,1,0,1
1,1,1,1,1,2329,0,0,0,1,0,1
4,1,1,1,0,918,0,0,0,1,0,1
4,4,1,1,0,1837,1,0,0,0,0,1
4,2,1,1,0,3349,0,0,1,0,1,0
4,2,1,1,1,1275,0,0,0,1,0,1
4,4,1,1,1,2828,0,0,0,1,1,0
3,2,1,1,1,4526,0,0,1,0,1,0
4,4,1,1,0,2671,0,0,0,1,0,1
4,1,1,1,1,2051,0,0,0,1,0,1
4,4,1,2,1,1300,0,0,0,1,0,1
4,3,1,1,0,741,0,0,0,1,0,1
1,4,1,2,0,1240,1,0,0,0,0,1
4,2,1,1,1,3357,0,0,0,1,0,1
1,4,1,1,1,3632,0,0,0,1,0,1
4,1,1,1,0,1808,0,0,0,1,0,1
2,2,1,1,1,12204,0,0,1,0,1,0
2,2,1,1,1,9157,0,0,1,0,0,1
1,3,3,2,1,3676,0,0,0,1,0,1
2,4,1,1,0,3441,0,0,0,1,0,1
4,2,1,1,1,640,1,0,0,0,0,1
2,3,2,1,1,3652,0,0,0,1,0,1
3,2,2,1,0,1530,0,0,0,1,0,1
4,2,1,1,0,3914,0,0,0,1,0,1
4,1,1,1,1,1858,0,0,0,1,0,1
4,4,2,1,0,2600,0,0,0,1,0,1
4,2,1,1,1,1979,0,0,0,1,0,1
2,2,1,1,1,2116,0,0,0,1,1,0
2,3,1,1,0,1437,0,0,0,1,0,1
4,4,2,1,1,4042,0,0,0,1,1,0
1,4,1,1,1,3832,1,0,0,0,0,1
2,4,1,1,1,3660,0,0,0,1,0,1
4,3,1,1,0,1553,0,0,0,1,0,1
4,1,1,1,1,1444,0,0,0,1,0,1
2,2,2,1,0,1980,0,0,0,1,0,1
3,4,1,1,0,1355,1,0,0,0,1,0
4,4,3,2,1,1393,0,0,0,1,1,0
4,1,1,1,1,1376,0,0,0,1,0,1
2,4,2,1,1,15653,0,0,0,1,1,0
4,3,1,2,1,1493,0,0,0,1,0,1
3,2,2,2,0,4370,0,0,0,1,1,0
4,1,1,1,0,750,0,1,0,0,0,1
4,4,2,1,1,1308,1,0,0,0,0,1
3,2,1,1,0,4623,0,0,1,0,1,0
4,2,2,1,1,1851,0,0,0,1,1,0
4,1,2,1,1,1880,0,0,1,0,1,0
4,4,2,1,0,7980,0,0,0,1,1,0
2,2,2,1,1,4583,0,0,0,1,0,1
2,2,1,1,0,1386,0,0,0,1,0,1
4,3,1,2,0,947,0,0,0,1,0,1
4,4,1,2,0,684,1,0,0,0,0,1
4,1,1,1,1,7476,0,0,1,0,1,0
4,2,1,1,0,1922,1,0,0,0,0,1
4,1,1,1,0,2303,0,0,0,1,0,1
2,4,4,1,0,8086,0,0,1,0,1,0
4,3,2,1,1,2346,0,0,0,1,1,0
1,4,1,1,1,3973,0,0,0,1,0,1
4,4,1,2,0,888,1,0,0,0,0,1
4,3,1,1,1,10222,0,0,0,1,1,0
2,1,2,1,1,4221,0,0,0,1,0,1
2,1,1,1,1,6361,0,0,0,1,1,0
3,4,1,1,1,1297,0,0,0,1,0,1
4,2,1,1,0,900,0,0,0,1,0,1
4,2,2,1,1,2241,0,0,0,1,0,1
4,1,2,1,1,1050,0,0,1,0,1,0
2,4,1,1,1,1047,1,0,0,0,0,1
4,2,2,1,1,6314,0,0,1,0,1,0
4,2,1,2,1,3496,0,0,0,1,1,0
1,1,1,1,1,3609,0,0,0,1,0,1
3,4,2,1,0,4843,0,0,0,1,1,0
4,4,1,1,1,3017,0,0,0,1,0,1
3,3,2,1,1,4139,1,0,0,0,1,0
2,2,2,1,1,5742,0,0,0,1,1,0
2,4,1,1,1,10366,0,0,1,0,1,0
1,2,1,1,1,2080,0,0,0,1,0,1
4,2,1,2,0,2580,1,0,0,0,0,1
4,4,1,1,1,4530,0,0,1,0,1,0
4,4,1,1,1,5150,0,0,0,1,1,0
2,2,1,1,0,5595,0,0,0,1,0,1
4,4,1,1,1,2384,1,0,0,0,0,1
3,1,1,1,1,1453,0,0,0,1,0,1
1,2,1,1,1,1538,0,0,0,1,0,1
4,4,1,1,1,2279,0,0,0,1,1,0
4,3,2,1,1,1478,0,0,0,1,0,1
3,3,3,1,1,5103,0,0,0,1,1,0
1,3,2,2,1,9857,1,0,0,0,1,0
4,4,1,2,1,6527,0,0,0,1,1,0
4,2,2,1,1,1347,0,0,0,1,1,0
4,3,1,1,1,2862,0,0,0,1,0,1
3,4,1,1,1,2753,0,0,0,1,1,0
1,3,1,2,1,3651,0,0,0,1,0,1
2,3,2,1,1,975,0,0,0,1,0,1
3,2,1,1,1,2631,1,0,0,0,0,1
2,1,1,1,1,2896,0,0,0,1,0,1
1,3,2,2,1,4716,1,0,0,0,0,1
4,2,1,1,1,2284,0,0,0,1,1,0
2,4,1,1,1,1236,0,0,0,1,0,1
4,3,2,1,1,1103,0,0,0,1,0,1
1,2,1,1,1,926,0,1,0,0,0,1
4,2,2,1,1,1800,0,0,0,1,0,1
4,4,1,1,1,1905,0,0,1,0,1,0
4,4,1,1,0,1123,1,0,0,0,0,1
4,4,2,1,0,6331,0,0,0,1,1,0
4,2,1,1,1,1377,0,0,0,1,1,0
4,2,2,1,1,2503,0,0,0,1,0,1
4,1,1,2,1,2528,0,0,0,1,1,0
1,4,1,1,1,5324,0,0,0,1,0,1
3,2,1,1,0,6560,0,0,0,1,0,1
4,3,2,1,0,2969,0,0,0,1,0,1
4,4,1,1,1,1206,0,0,0,1,0,1
2,2,1,2,1,2118,1,0,0,0,0,1
4,3,2,1,1,629,0,0,1,0,1,0
4,4,1,1,0,1198,0,0,0,1,0,1
4,4,1,1,1,2476,0,0,1,0,1,0
4,4,2,1,1,1138,1,0,0,0,0,1
4,2,1,1,0,14027,0,0,1,0,1,0
1,4,2,1,1,7596,0,0,0,1,0,1
3,2,2,2,1,3077,0,0,0,1,1,0
4,2,1,1,1,1505,0,0,1,0,1,0
3,2,2,1,1,3148,0,0,0,1,1,0
3,4,2,1,1,6148,0,0,0,1,1,0
4,2,2,1,0,1337,0,0,1,0,1,0
4,2,1,2,0,433,0,0,0,1,0,1
4,2,1,1,0,1228,1,0,0,0,0,1
4,3,1,1,1,790,1,0,0,0,0,1
3,3,1,1,0,2570,0,0,0,1,0,1
2,2,2,1,1,250,1,0,0,0,0,1
2,2,2,1,1,1316,1,0,0,0,0,1
4,4,2,1,0,1882,0,0,0,1,0,1
4,3,1,1,0,6416,0,0,0,1,0,1
2,4,2,1,1,1275,0,0,0,1,1,0
1,2,1,1,1,6403,0,0,0,1,0,1
2,4,1,2,0,1987,1,0,0,0,0,1
4,2,1,1,1,760,1,0,0,0,0,1
2,4,1,1,1,2603,0,0,0,1,1,0
1,1,1,2,1,3380,0,0,0,1,0,1
3,2,1,1,1,3990,0,1,0,0,0,1
1,4,2,1,0,11560,0,0,1,0,0,1
3,4,1,2,1,4380,1,0,0,0,1,0
1,3,2,2,1,6761,0,0,1,0,1,0
4,4,2,1,0,4280,1,0,0,0,0,1
2,3,1,1,1,2325,0,0,0,1,0,1
4,4,1,1,1,1048,1,0,0,0,0,1
4,3,1,1,1,3160,0,0,0,1,1,0
4,4,1,1,1,2483,0,0,0,1,1,0
4,4,2,1,1,14179,0,0,1,0,1,0
3,1,2,1,1,1797,1,0,0,0,0,1
1,4,1,1,1,2511,0,0,0,1,0,1
3,1,1,1,0,1274,1,0,0,0,0,1
1,3,1,1,1,5248,0,0,0,1,0,1
2,2,1,1,1,3029,0,0,0,1,0,1
2,1,1,1,1,428,0,0,0,1,1,0
1,2,1,1,0,976,1,0,0,0,0,1
2,4,1,1,1,841,1,0,0,0,0,1
4,2,2,1,1,5771,0,0,0,1,0,1
4,4,2,2,0,1555,0,0,0,1,0,1
4,4,1,1,0,1285,0,0,0,1,0,1
1,1,3,2,1,1299,0,1,0,0,0,1
3,4,2,1,0,1271,0,0,0,1,1,0
2,2,1,1,1,1393,0,0,0,1,1,0
4,3,2,1,0,691,0,0,0,1,0,1
1,4,1,1,1,5045,0,0,0,1,1,0
4,4,2,1,0,2124,0,0,0,1,0,1
4,3,1,1,1,2214,1,0,0,0,0,1
4,4,1,1,0,12680,0,0,1,0,1,0
4,3,2,1,1,2463,0,0,0,1,1,0
3,3,2,1,1,1155,1,0,0,0,0,1
2,4,1,1,0,3108,1,0,0,0,0,1
1,4,1,1,1,2901,0,0,0,1,0,1
1,4,3,1,1,3617,0,0,0,1,1,0
2,4,2,1,1,1655,1,0,0,0,1,0
2,4,1,1,1,2812,0,0,0,1,0,1
3,2,2,1,0,8065,0,0,1,0,1,0
1,4,1,1,1,3275,0,0,1,0,1,0
4,4,2,1,1,2223,0,0,0,1,0,1
2,4,3,1,1,1480,0,1,0,0,0,1
4,4,1,1,0,1371,0,0,0,1,0,1
4,4,2,1,1,3535,0,0,0,1,1,0
4,1,1,1,1,3509,0,0,0,1,0,1
4,2,2,1,1,5711,0,0,1,0,1,0
2,4,1,1,1,3872,0,0,0,1,1,0
2,2,2,1,0,4933,0,0,0,1,0,1
4,4,1,1,1,1940,0,0,0,1,1,0
2,2,1,1,1,1410,1,0,0,0,1,0
4,2,1,1,0,836,1,0,0,0,0,1
1,4,1,1,1,6468,0,0,1,0,1,0
4,2,1,1,1,1941,1,0,0,0,1,0
3,4,1,1,1,2675,0,0,0,1,0,1
4,3,2,2,1,2751,0,0,0,1,1,0
4,4,1,1,0,6224,0,0,0,1,0,1
4,3,1,1,0,5998,0,0,0,1,1,0
2,4,1,2,0,1188,0,0,0,1,0,1
3,4,1,2,1,6313,0,0,1,0,1,0
1,2,2,1,1,1221,0,0,0,1,0,1
3,4,1,1,1,2892,0,0,0,1,0,1
4,3,1,1,1,3062,0,0,0,1,1,0
2,4,1,1,1,2301,0,0,0,1,0,1
1,4,1,2,0,7511,0,0,0,1,1,0
2,4,2,1,1,1258,1,0,0,0,0,1
4,4,2,1,1,717,0,0,0,1,1,0
4,2,1,1,1,1549,0,1,0,0,0,1
4,4,2,2,1,1597,0,0,0,1,0,1
3,4,2,1,1,1795,1,0,0,0,1,0
1,4,2,1,1,4272,0,0,0,1,0,1
4,4,2,1,1,976,0,0,0,1,0,1
1,2,1,1,1,7472,0,1,0,0,0,1
2,1,1,1,0,9271,0,0,0,1,1,0
3,3,1,1,1,590,1,0,0,0,0,1
4,4,4,1,1,930,0,0,0,1,0,1
1,2,1,1,1,9283,0,0,1,0,1,0
2,1,2,1,0,1778,0,1,0,0,0,1
3,2,1,1,1,907,0,0,0,1,1,0
3,3,1,1,1,484,1,0,0,0,0,1
4,4,2,1,0,9629,0,0,0,1,1,0
3,4,1,1,0,3051,0,0,0,1,0,1
4,4,1,2,0,3931,0,0,0,1,0,1
2,2,1,1,1,7432,0,0,0,1,0,1
1,4,1,1,1,1338,0,0,0,1,0,1
1,2,2,1,1,1554,0,0,0,1,1,0
2,3,1,1,1,15857,0,0,1,0,0,1
4,3,1,1,0,1345,0,0,0,1,0,1
3,2,2,1,1,1101,0,0,0,1,1,0
3,1,1,1,1,3016,0,0,0,1,0,1
2,2,1,2,0,2712,0,0,0,1,0,1
4,4,2,1,1,731,1,0,0,0,0,1
3,2,2,1,1,3780,0,0,1,0,1,0
4,3,2,1,1,1602,0,0,0,1,1,0
1,4,3,1,0,3966,0,0,0,1,1,0
2,2,2,2,0,4165,0,0,0,1,0,1
3,4,1,1,0,8335,0,0,0,1,0,1
4,4,1,2,1,6681,0,0,0,1,1,0
4,2,2,2,1,2375,0,0,0,1,1,0
4,3,1,1,0,1216,0,0,0,1,1,0
2,4,2,1,0,11816,0,0,0,1,0,1
2,4,1,1,1,5084,0,0,0,1,1,0
2,3,1,1,0,2327,1,0,0,0,0,1
4,4,2,1,0,1082,0,0,0,1,0,1
4,2,1,1,1,886,0,0,0,1,0,1
1,3,1,2,1,601,1,0,0,0,0,1
4,4,2,1,1,2957,0,0,0,1,1,0
4,3,2,1,1,2611,0,0,0,1,0,1
4,2,1,1,0,5179,0,0,0,1,0,1
3,2,2,1,1,2993,1,0,0,0,0,1
4,4,1,1,0,1943,0,0,0,1,0,1
4,4,1,1,1,1559,0,0,0,1,1,0
4,4,3,2,1,3422,0,0,0,1,1,0
2,3,1,1,1,3976,0,0,0,1,1,0
2,4,2,1,0,6761,0,0,0,1,0,1
4,2,1,1,1,1249,0,0,0,1,0,1
3,4,1,1,1,1364,0,0,0,1,0,1
4,4,1,1,0,709,1,0,0,0,0,1
4,2,2,1,0,2235,0,0,0,1,0,1
3,4,2,1,1,4042,0,0,0,1,1,0
4,4,2,1,1,1471,0,0,0,1,1,0
4,4,2,2,0,1442,1,0,0,0,0,1
2,2,2,2,1,10875,0,0,0,1,1,0
4,3,1,1,1,1474,0,0,0,1,1,0
4,3,1,1,1,894,0,0,0,1,1,0
4,2,1,1,1,3343,0,0,0,1,1,0
3,2,1,1,0,3959,0,0,0,1,1,0
1,2,1,2,1,3577,0,0,0,1,0,1
4,2,2,1,1,5804,0,0,0,1,0,1
4,2,1,1,0,2169,0,0,0,1,1,0
4,4,1,1,0,2439,0,0,0,1,1,0
4,2,2,2,1,4526,1,0,0,0,1,0
2,2,1,1,0,2210,1,0,0,0,0,1
2,4,1,1,1,2221,0,0,0,1,0,1
4,1,1,1,1,2389,0,0,0,1,0,1
2,4,1,1,1,3331,0,0,0,1,0,1
3,2,2,1,1,7409,0,0,0,1,0,1
4,4,1,1,1,652,0,0,0,1,0,1
2,4,2,1,1,7678,0,0,0,1,1,0
1,4,2,2,1,1343,0,0,0,1,0,1
4,1,2,1,1,1382,0,0,0,1,1,0
4,1,1,1,1,874,0,0,0,1,0,1
2,2,1,2,1,3590,1,0,0,0,0,1
4,4,2,1,1,1322,0,0,0,1,0,1
3,4,1,1,1,1940,0,0,1,0,1,0
4,2,1,1,1,3595,0,0,0,1,0,1
3,2,1,1,0,1422,0,0,1,0,1,0
2,3,2,1,1,6742,0,0,0,1,0,1
3,3,1,1,1,7814,0,0,1,0,1,0
2,4,1,1,1,9277,0,0,0,1,1,0
4,4,2,1,1,2181,0,0,0,1,0,1
4,4,2,1,1,1098,0,1,0,0,0,1
3,3,1,1,0,4057,0,0,0,1,1,0
4,4,1,1,0,795,0,0,0,1,0,1
4,3,2,2,1,2825,0,0,0,1,1,0
2,2,1,1,0,15672,0,0,0,1,1,0
4,4,2,1,1,6614,0,0,1,0,1,0
3,4,2,2,1,7824,0,0,0,1,1,0
4,4,4,2,1,2442,0,0,1,0,1,0
4,4,2,1,1,1829,0,0,0,1,1,0
4,4,2,1,1,2171,1,0,0,0,0,1
3,4,2,1,1,5800,0,0,0,1,1,0
4,3,2,1,1,1169,0,0,0,1,1,0
3,2,1,2,1,8947,0,0,1,0,1,0
4,4,1,1,1,2606,0,0,1,0,1,0
3,2,1,1,1,1592,0,0,0,1,0,1
1,4,1,1,1,2186,1,0,0,0,0,1
2,3,1,1,0,4153,0,0,0,1,0,1
2,4,1,1,0,2625,0,0,0,1,1,0
2,4,2,1,1,3485,0,0,0,1,1,0
2,4,2,1,1,10477,0,0,0,1,0,1
4,2,1,1,1,1386,0,0,0,1,1,0
4,1,1,1,1,1278,0,0,1,0,1,0
2,2,1,2,1,1107,0,0,1,0,1,0
2,2,1,1,1,3763,1,0,0,0,0,1
2,2,1,1,1,3711,0,0,0,1,0,1
1,2,2,1,1,3594,1,0,0,0,0,1
1,2,1,1,1,3195,1,0,0,0,0,1
4,4,2,1,1,4454,0,0,0,1,0,1
2,4,1,1,0,4736,1,0,0,0,0,1
2,4,1,1,1,2991,0,0,0,1,0,1
1,2,1,1,1,2142,0,0,0,1,1,0
4,2,1,1,0,3161,0,0,0,1,1,0
1,2,1,1,0,18424,0,0,1,0,1,0
1,2,1,2,1,2848,0,0,0,1,0,1
1,4,1,1,0,14896,0,0,1,0,1,0
1,1,1,1,0,2359,0,0,0,1,0,1
4,2,1,1,0,3345,0,0,1,0,1,0
4,2,2,1,1,1817,0,0,0,1,0,1
4,1,1,1,1,12749,0,0,1,0,1,0
3,4,1,1,0,1366,0,0,0,1,0,1
3,4,1,2,1,2002,0,0,0,1,1,0
2,1,1,1,0,6872,0,0,0,1,1,0
4,2,2,1,0,697,0,0,0,1,1,0
4,4,1,1,1,1049,0,0,0,1,0,1
4,4,3,2,0,10297,0,0,0,1,1,0
4,4,1,1,1,1867,0,0,0,1,1,0
4,2,2,2,1,1344,1,0,0,0,0,1
4,1,1,1,1,1747,1,0,0,0,0,1
4,2,1,1,0,1670,0,0,0,1,1,0
3,1,2,1,1,1224,0,0,0,1,0,1
4,4,2,2,1,522,0,0,0,1,1,0
4,1,1,1,1,1498,0,0,0,1,0,1
4,3,2,1,0,1919,0,0,1,0,0,1
3,2,1,1,0,745,1,0,0,0,0,1
4,3,1,1,1,2063,0,0,1,0,1,0
4,4,1,1,0,6288,0,0,0,1,0,1
2,4,2,2,1,6842,0,0,1,0,1,0
2,3,1,2,1,3527,0,0,1,0,1,0
3,2,1,2,1,1546,1,0,0,0,0,1
4,2,1,1,1,929,0,0,0,1,1,0
2,1,3,2,1,1455,1,0,0,0,0,1
4,1,1,1,1,1845,0,0,0,1,0,1
1,1,2,1,1,8358,0,0,0,1,0,1
4,4,1,2,0,3349,0,0,0,1,1,0
4,4,1,1,1,2859,0,0,1,0,1,0
4,1,1,2,0,1533,1,0,0,0,0,1
2,4,2,1,0,3621,0,0,0,1,0,1
3,3,3,2,1,3590,0,1,0,0,1,0
2,1,2,1,0,2145,0,0,0,1,1,0
3,4,1,1,0,4113,0,0,0,1,0,1
4,2,2,1,0,10974,0,0,1,0,1,0
4,4,1,1,1,1893,0,0,0,1,1,0
4,4,2,1,1,1231,0,0,1,0,1,0
4,4,2,1,1,3656,1,0,0,0,0,1
2,4,3,1,1,1154,1,0,0,0,0,1
3,2,1,1,0,4006,1,0,0,0,0,1
4,4,1,1,1,3069,0,0,0,1,0,1
2,2,2,1,1,1740,0,0,0,1,0,1
1,4,2,1,1,2353,0,0,0,1,0,1
3,2,1,1,1,3556,0,0,0,1,0,1
3,2,2,1,0,2397,0,0,0,1,1,0
3,1,1,1,1,454,1,0,0,0,0,1
4,1,1,1,1,1715,0,0,0,1,0,1
4,2,2,1,0,2520,1,0,0,0,0,1
4,2,1,1,1,3568,0,0,1,0,1,0
2,4,1,1,1,7166,0,0,0,1,1,0
1,2,2,2,1,3939,1,0,0,0,0,1
4,2,1,1,1,1514,0,0,0,1,0,1
1,4,1,2,1,7393,1,0,0,0,0,1
1,4,2,1,0,1193,0,1,0,0,0,1
4,4,1,1,0,7297,0,0,0,1,0,1
4,2,1,1,1,2831,0,0,0,1,1,0
3,3,1,1,1,1258,1,0,0,0,0,1
2,3,1,1,1,753,0,0,0,1,0,1
4,2,2,1,1,2427,0,0,0,1,0,1
4,4,2,2,0,2538,1,0,0,0,0,1
2,2,1,1,0,1264,0,0,0,1,0,1
2,2,1,1,0,8386,0,0,0,1,0,1
3,2,1,1,0,4844,0,0,1,0,1,0
1,1,1,1,1,2923,0,0,1,0,1,0
2,2,1,2,0,8229,0,0,0,1,0,1
2,2,2,1,1,2028,1,0,0,0,0,1
4,3,2,1,1,1433,0,0,0,1,0,1
2,1,2,1,1,6289,0,0,0,1,0,1
2,4,1,1,1,1409,0,0,0,1,0,1
4,2,1,1,1,6579,0,0,1,0,1,0
4,2,2,1,1,1743,1,0,0,0,0,1
2,1,2,2,1,3565,1,0,0,0,0,1
4,4,1,2,1,1569,1,0,0,0,0,1
2,4,2,1,1,1936,1,0,0,0,0,1
4,3,1,1,1,3959,0,0,1,0,1,0
4,3,1,1,1,2390,0,0,0,1,1,0
3,4,1,1,1,1736,1,0,0,0,0,1
4,4,1,1,1,3857,0,0,1,0,1,0
4,4,1,1,1,804,0,0,0,1,0,1
4,4,1,1,0,1845,0,0,0,1,1,0
3,4,1,1,1,4576,0,0,0,1,0,1
